,Student_ID,First_Name,Last_Name,Country,Student_Number,Grade,Status,Birthdate,Graduation_Year,Age
59,13060.0,Kristi,Kaufman,UK,13065.0,10.0,Active,25/4/2001,2019.0,21.0
60,13061.0,Sophia,Wilder,UK,13066.0,11.0,Active,14/6/2001,2018.0,21.0
61,13062.0,Angelita,Valentine,US,13067.0,9.0,Active,28/7/2001,2020.0,21.0
62,13063.0,Dexter,Wyant,UK,13068.0,10.0,Active,3/8/2001,2019.0,21.0
63,13064.0,Monique,McMillan,UK,13069.0,11.0,Active,5/8/2001,2018.0,21.0
64,13065.0,Miles,Runyan,US,13070.0,9.0,Active,9/9/2001,2020.0,21.0
65,13066.0,Liza,Grimes,UK,13071.0,10.0,Active,18/7/2002,2019.0,20.0
66,13067.0,Mara,Alford,ES,13072.0,9.0,Active,21/7/2002,2020.0,20.0
67,13068.0,Alison,Ochoa,UK,13073.0,11.0,Active,16/9/2002,2018.0,20.0
68,13069.0,Leslie,Navarro,UK,13074.0,10.0,Active,6/10/2002,2019.0,20.0
69,13070.0,Jo,Ochoa,CA,13075.0,9.0,Active,5/12/2002,2020.0,19.0
70,13071.0,Jacklyn,Steele,US,13076.0,12.0,Active,5/1/2003,2017.0,19.0
71,13072.0,Karyn,Dale,US,13077.0,10.0,Active,7/2/2003,2019.0,19.0
72,13073.0,Ines,Meyers,ES,13078.0,9.0,Active,20/4/2003,2020.0,19.0
73,13074.0,Vincent,Doucette,US,13079.0,12.0,Active,19/8/2003,2017.0,19.0
74,13075.0,Noemi,Chase,US,13080.0,10.0,Active,21/10/2003,2019.0,18.0
75,13076.0,Daryl,Flemming,CA,13081.0,9.0,Active,30/1/1999,2020.0,23.0
76,13077.0,Winnie,Carson,UK,13082.0,10.0,Active,11/4/1999,2019.0,23.0
77,13078.0,Ilene,Valentine,UK,13083.0,12.0,Active,25/4/1999,2017.0,23.0
78,13079.0,Alton,Wooley,CA,13084.0,9.0,Active,13/8/1999,2020.0,23.0
79,13080.0,Lizzie,Stokes,CA,13085.0,11.0,Active,8/9/1999,2018.0,23.0
80,13081.0,Amos,Crumpton,UK,13086.0,10.0,Active,5/1/2000,2019.0,22.0
81,13082.0,Belinda,Orr,UK,13087.0,9.0,Active,6/3/2000,2020.0,22.0
82,13083.0,Desiree,Hawkins,US,13088.0,12.0,Active,11/4/2000,2017.0,22.0
83,13084.0,Dane,McCullough,CA,13089.0,11.0,Active,31/5/2000,2018.0,22.0
84,13085.0,Genevieve,Cole,US,13090.0,9.0,Active,26/6/2000,2020.0,22.0
85,13086.0,Ramiro,Skeen,ES,13091.0,10.0,Active,29/11/2000,2019.0,21.0
86,14097,Moyna,Dreda,US,150989,8,Active,1/7/1999,2019,23
87,14098,Blondelle,McClimans,CA,150990,10,Active,16/10/1999,2019,22
88,14099,Winifred,Kamaria,UK,150991,10,Active,20/1/2000,2020,22
89,14100,Ebonee,Juan,ES,150992,8,Active,29/4/2000,2017,22
90,14101,Tomasina,Bonucci,CA,150993,6,Active,13/5/2000,2018,22
91,14097,Agnese,Casimir,US,150994,10,Active,3/6/2000,2019,22
92,14098,Mallory,Gamaliel,CA,150995,6,Active,22/8/2000,2020,22
93,14099,Karena,Jena,CA,150991,8,Active,20/9/2000,2018,22
94,14100,Teddie,Gamaliel,UK,150992,10,Active,23/10/2000,2018,21
95,14101,Christy,Lucienne,US,150993,10,Active,30/01/2001,2017,21
96,14097,Rubie,Jenness,UK,150994,9,Active,21/2/2001,2018,21
97,14098,Fred,Toor,UK,150995,8,Active,4/4/2001,2017,21
98,14099,Gwenneth,Wu,UK,150991,7,Active,18/8/2001,2018,21
99,14100,Caryl,Barbey,US,150992,9,Active,31/8/2001,2017,21
100,14101,Sue,Ledah,CA,150993,7,Active,14/9/2001,2018,21
101,14097,Averyl,Argus,UK,150994,7,Active,28/11/2001,2018,20
102,14098,Zaria,Adalbert,UK,150995,10,Active,31/1/2002,2019,20
103,14099,Belinda,Nicoline,US,150991,7,Active,10/4/2002,2020,20
104,14100,Cam,Anestassia,UK,150992,8,Active,4/5/2002,2017,20
105,14101,Roxane,Infield,UK,150993,8,Active,21/8/2002,2019,20
106,14097,Elbertina,Breed,CA,150994,6,Active,1/10/2002,2017,20
107,14098,Leanna,Bandeen,UK,150995,8,Active,11/4/2003,2019,19
108,14099,Ulrike,Briney,ES,150991,10,Active,12/5/2003,2017,19
109,14100,Agathe,Nahum,US,150992,8,Active,1/9/2003,2019,19
110,14101,Evaleen,Obed,UK,150993,7,Active,29/12/2003,2020,18
111,14097,Calla,Killigrew,ES,150994,9,Active,14/1/1999,2017,23
112,14098,Selma,Sophronia,US,150995,7,Active,15/2/1999,2020,23
113,14099,Emma,Terencio,US,150991,10,Active,30/6/1999,2018,23
114,14100,Roxane,Quent,UK,150992,9,Active,6/7/1999,2020,23
115,14101,Dolli,Doig,UK,150993,8,Active,16/10/1999,2020,22
116,14097,Netty,Casimir,CA,150994,6,Active,24/12/1999,2019,22
117,14098,Anica,Norvol,CA,150995,7,Active,2/7/2000,2020,22
118,14099,Desirae,Behre,US,150991,10,Active,4/7/2000,2017,22
119,14100,Marline,Shaver,ES,150992,9,Active,26/12/2000,2019,21
120,14101,Binny,Zola,CA,150993,10,Active,22/3/2001,2017,21
121,14097,Katleen,Laverne,CA,150994,10,Active,4/4/2001,2020,21
122,14098,Selma,Andrel,CA,150995,8,Active,19/4/2001,2019,21
123,14099,Marcelline,Hortensia,UK,150991,6,Active,1/5/2001,2017,21
124,14100,Aimil,Schwejda,UK,150992,10,Active,17/8/2001,2018,21
125,14101,Rosabelle,Clywd,CA,150993,9,Active,28/8/2001,2019,21
126,14097,Neila,Nance,US,150994,10,Active,13/10/2001,2017,20
127,14098,Lita,Himelman,UK,150995,6,Active,24/11/2001,2018,20
128,14099,Roz,Kendrick,UK,150991,6,Active,1/1/2002,2019,20
129,14100,Dianemarie,Ackerley,CA,150992,10,Active,16/1/2002,2020,20
130,14101,Merle,Sherrie,CA,150993,7,Active,10/5/2002,2017,20
131,14097,Andree,Liva,US,150994,10,Active,8/12/2002,2019,19
132,14098,Ronna,Lynn,ES,150995,6,Active,2/4/2003,2020,19
133,14099,Josephine,Christal,US,150991,10,Active,19/7/2003,2019,19
134,14100,Michaelina,Lipson,ES,150992,7,Active,29/7/2003,2018,19
135,14101,Carolina,Codding,ES,150993,9,Active,10/11/2003,2019,18
136,14097,Elyssa,Nerita,CA,150994,8,Active,16/5/1999,2020,23
137,14098,Paola,Janene,CA,150995,9,Active,28/10/1999,2019,22
138,14099,Alex,Billye,US,150991,9,Active,11/12/1999,2017,22
139,14100,Imojean,Keelia,US,150992,10,Active,29/12/1999,2020,22
140,14101,Kirstin,Mott,CA,150993,10,Active,16/1/2000,2019,22
141,14097,Aubrie,Turne,CA,150994,7,Active,7/3/2000,2017,22
142,14098,Allis,Frodi,UK,150995,6,Active,1/5/2000,2018,22
143,14099,Cathie,Marisa,CA,150991,6,Active,5/5/2000,2019,22
144,14100,Kittie,Bach,CA,150992,9,Active,29/5/2000,2019,22
145,14101,Krystle,Kirbee,UK,150993,7,Active,7/8/2000,2019,22
146,14097,Fredericka,Lia,CA,150994,10,Active,14/3/2001,2017,21
147,14098,Coral,Sammons,UK,150995,8,Active,29/12/2001,2018,20
148,14099,Teddie,Eugenia,ES,150991,8,Active,4/1/2002,2017,20
149,14100,Letizia,Torray,ES,150992,10,Active,6/2/2002,2020,20
150,14101,Trudie,Dyche,US,150993,7,Active,3/6/2002,2018,20
151,14097,Randa,Wenoa,CA,150994,6,Active,29/6/2002,2017,20
152,14098,Lanae,Rugen,US,150995,7,Active,30/7/2002,2019,20
153,14099,Anallese,Donell,US,150991,7,Active,28/8/2002,2019,20
154,14100,Jennica,Sherrie,ES,150992,7,Active,20/2/2003,2018,19
155,14101,Jere,Jobi,CA,150993,10,Active,6/3/2003,2018,19
156,14097,Bee,Adamsen,CA,150994,10,Active,10/8/2003,2018,19
157,14098,Tierney,Yate,UK,150995,6,Active,21/9/2003,2020,19
158,14099,Karly,Albertine,US,150991,8,Active,1/10/2003,2018,19
159,14100,Bernardine,Briney,UK,150992,10,Active,26/11/2003,2019,18
160,14101,Gwenneth,Imelida,UK,150993,10,Active,13/12/2003,2017,18
161,14097,Jessamyn,Selway,ES,150994,8,Active,7/4/1999,2017,23
162,14098,Gerianna,Chobot,CA,150995,8,Active,29/5/1999,2020,23
163,14099,Shaine,Melan,US,150991,9,Active,13/8/1999,2017,23
164,14100,Wynne,Teryn,UK,150992,6,Active,6/9/1999,2019,23
165,14101,Esmeralda,Florina,CA,150993,7,Active,3/5/2000,2018,22
166,14097,Nariko,Raul,UK,150994,7,Active,15/6/2000,2019,22
167,14098,Dari,Kathie,CA,150995,7,Active,20/6/2000,2017,22
168,14099,Chrystel,Latini,UK,150991,7,Active,4/9/2000,2018,22
169,14100,Cristabel,Burch,ES,150992,10,Active,6/9/2000,2020,22
170,14101,Hope,Engdahl,ES,150993,9,Active,14/1/2001,2018,21
171,14097,Nataline,Atonsah,US,150994,10,Active,3/3/2001,2017,21
172,14098,Hannis,Medrek,ES,150995,7,Active,14/3/2001,2020,21
173,14099,Deedee,Ruvolo,US,150991,6,Active,26/7/2001,2019,21
174,14100,Patricia,Alice,UK,150992,10,Active,3/10/2001,2017,21
175,14101,Hayley,Alisia,UK,150993,6,Active,23/1/2002,2020,20
176,14097,Demetris,Gombach,US,150994,10,Active,8/2/2002,2018,20
177,14098,Thalia,Taima,ES,150995,7,Active,19/4/2002,2018,20
178,14099,Estell,Edvard,ES,150991,7,Active,29/5/2002,2019,20
179,14100,Wendi,Carleen,US,150992,7,Active,5/7/2002,2020,20
180,14101,Melodie,Morehouse,ES,150993,8,Active,7/8/2002,2018,20
181,14097,Mignon,Redmond,US,150994,9,Active,14/12/2002,2018,19
182,14098,Caritta,Belldas,UK,150995,7,Active,22/7/2003,2020,19
183,14099,Susan,Tjon,ES,150991,10,Active,19/10/2003,2019,18
184,14100,Nadine,Shama,CA,150992,8,Active,31/10/2003,2017,18
185,14101,Beatriz,Eiser,CA,150993,9,Active,24/12/2003,2017,18
186,,Carree,Felecia,,,,,,,
187,,Elfreda,Cherianne,,,,,,,
188,,Winny,Susannah,,,,,,,
189,,Corly,Marlie,,,,,,,
190,,Andree,Gillan,,,,,,,
191,,Meriel,Bonilla,,,,,,,
192,,Hermione,Myrilla,,,,,,,
193,,Vanessa,Sholley,,,,,,,
194,,Dotty,Sallyann,,,,,,,
195,,Agathe,Sidonius,,,,,,,
196,,Elbertina,Manolo,,,,,,,
197,,Karolina,Lissi,,,,,,,
198,,Janeczka,,,,,,,,
199,,Sheree,,,,,,,,
200,,Elbertina,,,,,,,,
201,,Shel,,,,,,,,
202,,Courtnay,,,,,,,,
203,,Marylou,,,,,,,,
204,,Abbie,,,,,,,,
205,,Petronia,,,,,,,,
206,,Inga,,,,,,,,
207,,Thalia,,,,,,,,
208,,Doralynne,,,,,,,,
209,,Jackie,,,,,,,,
210,,Kristina,,,,,,,,
211,,Anallese,,,,,,,,
212,,Frieda,,,,,,,,
213,,Sharai,,,,,,,,
214,,Mathilda,,,,,,,,
215,,Nariko,,,,,,,,
216,,Calla,,,,,,,,
217,,Nananne,,,,,,,,
218,,Jemie,,,,,,,,
219,,Dorene,,,,,,,,
220,,Tera,,,,,,,,
221,,Winifred,,,,,,,,
222,,Nickie,,,,,,,,
223,,Wilma,,,,,,,,
224,,Nanete,,,,,,,,
225,,Adele,,,,,,,,
